,SPX_Index_Volume,TIP_US_Equity_last,SPX_Index_PE_RATIO,SPX_Index_TO_SALES_RATIO,SPX_Index_GROSS_MARGIN,SPX_Index_TO_BOOK_RATIO,FEDL01 Index,HG1 COMB Comdty,XAG BGN Curncy,US0003M Index,CL1 COMB Comdty,GTDEM10Y Govt,GTJPY10Y Govt,GT2 Govt,BXIIUB10 Index,BXIIUB05 Index,EHUPUS   Index                                                  ,tnx,usd_jpy,ndx,dxy,gold,HSI,T10Y2Y,inflation,SPY_Close,SPY_Volume
2012/4/13,631237818,93.2447,14.5418,1.3366,32.91,2.1693,0.15,362.7,31.5225,0.46615,102.83,1.733,0.942,0.268,105.1886,106.322,8.27,1.998000026,80.93000031,2698.98999,79.87999725,1659.099976,20.15,1.75,-0.131499684,112.4311218,169246700
2012/4/20,887960829,93.276,14.6296,1.3447,32.91,2.1824,0.12,369.8,31.6975,0.46565,103.05,1.707,0.934,0.267,104.9816,106.1158,8.27,1.970000029,81.60900116,2676.040039,79.18000031,1642.099976,19.21,1.7,-0.131499684,113.0951767,143199600
2012/4/27,582286828,93.6206,14.8926,1.3688,32.91,2.2215,0.13,382,31.2725,0.46585,104.93,1.697,0.892,0.26,105.198,106.3865,8.27,1.932999969,81.05799866,2741.340088,78.69999695,1664,19.13,1.7,-0.131499684,115.0955811,130725000
2012/5/4,595254355,91.9213,14.8372,1.3638,32.89,2.2138,0.15,379.55,31.705,0.46915,103.31,1.734,0.999,0.339,105.2066,106.3232,8.27,1.879999995,80.20999908,2637.919922,79.47000122,1644.699951,18.79,1.64,-0.259901682,112.31633,193927300
2012/5/11,485471519,97.1813,14.6213,1.3483,32.57,2.1304,0.17,347,31.1812,0.31175,85.65,1.427,0.767,0.276,106.5142,106.5787,8.27,1.840999961,79.8690033,2615.97998,80.27999878,1583.599976,23.29,1.57,-0.259901682,111.1767883,153032400
2012/5/18,999102146,94.7103,13.6799,1.2398,32.3,2.0372,0.16,346.95,28.7475,0.46685,91.48,1.424,0.825,0.295,104.2291,105.7066,8.27,1.702000022,79.40799713,2478.530029,81.29000092,1591.599976,29.5,1.39,-0.259901682,106.3644028,319615900
2012/5/25,458230525,94.6081,13.9204,1.2625,32.26,2.0736,0.15,344.8,28.52,0.46685,90.86,1.368,0.883,0.287,104.4201,105.472,8.27,1.745000005,79.66000366,2527.050049,82.40000153,1568.800049,28.61,1.45,-0.259901682,108.2991791,135465600
2012/6/1,596105163,91.6606,13.7797,1.2577,32.63,2.084,0.07,343.5,28.745,0.5815,101.56,1.851,0.976,0.258,103.014,105.0947,8.27,1.467000008,78.52799988,2458.830078,82.88999939,1620.5,28.87,1.22,-0.023623239,105.0690918,253240900
2012/6/8,486460084,96.2755,14.466,1.3211,32.41,2.1548,0.14,338.9,27.895,0.43885,92.2,1.394,0.734,0.242,104.8912,105.9067,8.27,1.636999965,79.69000244,2559.209961,82.51000214,1590.099976,28.44,1.37,-0.023623239,109.1190186,143915400
2012/6/15,1149111507,95.5561,14.1682,1.285,32.27,2.1128,0.18,338.35,28.6925,0.46785,84.03,1.436,0.848,0.272,104.499,106.094,8.27,1.587000012,79.42199707,2571.22998,81.58999634,1627,27.77,1.31,-0.023623239,110.5414429,169444500
2012/6/22,937475276,94.4168,14.1189,1.2825,32.31,2.1033,0.17,330.6,26.915,0.4616,79.76,1.58,0.825,0.305,104.0219,105.4394,8.27,1.672000051,80.01999664,2585.530029,82.22000122,1566,22.1,1.38,-0.023623239,109.9810715,130029200
2012/6/29,862205984,94.7016,14.3066,1.3002,32.32,2.132,0.09,349,27.4962,0.4606,84.96,1.581,0.832,0.303,104.2754,105.4226,8.2,1.659000039,79.31300354,2615.719971,81.65000153,1603.5,20.4,1.34,-0.023623239,112.1566544,212250900
2012/7/6,658585816,95.0102,13.8748,1.2584,32.27,2.0689,0.16,337.05,28.6025,0.46785,84.82,1.373,0.877,0.268,104.5364,105.5275,8.2,1.54400003,79.86000061,2612.290039,83.29000092,1578.400024,18.41,1.3,-0.153572068,111.6539459,151192100
2012/7/13,530837257,95.9898,14.0733,1.287,32.41,2.0976,0.19,350.05,27.325,0.4551,87.1,1.258,0.773,0.24,103.8489,105.6296,8.2,1.498999953,79.30999756,2584.969971,83.30000305,1591.599976,19.49,1.27,-0.153572068,111.868187,129642600
2012/7/20,863626746,96.3866,14.2159,1.3,32.41,2.1189,0.13,344.85,27.3113,0.4521,91.44,1.166,0.739,0.204,103.9871,105.5469,8.2,1.460000038,78.73999786,2618.040039,83.47000122,1582.5,18.75,1.27,-0.153572068,112.4615555,142904500
2012/7/27,751211862,95.847,14.4576,1.3221,32.41,2.1546,0.14,342.6,27.7487,0.4466,90.13,1.397,0.742,0.241,104.1035,105.4318,8.2,1.554999948,78.3239975,2647.030029,82.70999908,1617.900024,20.49,1.33,-0.153572068,114.282753,236768900
2012/8/3,540003721,92.465,14.6793,1.3355,32.6,2.2099,0.11,378.6,33.875,0.47355,106.58,1.797,0.988,0.308,104.6955,106.4802,8.2,1.577000022,78.22000122,2676,82.37999725,1606,19.47,1.36,0.201588838,114.834877,157825000
2012/8/10,359194375,97.4816,15.0166,1.3869,32.56,2.1864,0.11,371.8,33.9837,0.35025,89.33,1.474,0.771,0.26,107.3034,107.1517,8.2,1.649000049,78.61000061,2722.959961,82.55000305,1619.699951,18.39,1.38,0.201588838,116.0627594,99792700
2012/8/17,600927152,94.3076,14.7175,1.3436,32.41,2.1904,0.13,341.95,28.0838,0.4345,96.01,1.494,0.832,0.288,104.4865,105.614,8.2,1.815999985,79.25,2780.300049,82.59999847,1616.300049,18.46,1.52,0.201588838,117.1669769,90813700
2012/8/24,432340006,95.5217,14.6461,1.3369,32.41,2.1793,0.13,348.35,30.7825,0.42485,96.15,1.353,0.804,0.269,104.8519,105.8987,8.2,1.677999973,78.59999847,2778.050049,81.58999634,1669.800049,19.92,1.4,0.201588838,116.6149216,99481200
2012/8/31,575151907,96.1247,14.6008,1.3322,32.41,2.1696,0.13,345.4,31.7363,0.41825,96.47,1.333,0.792,0.222,104.3564,105.905,8.2,1.562000036,78.52999878,2772.23999,81.25,1684.599976,21.16,1.35,0.201588838,116.3264465,151970400
2012/9/7,496238941,95.601,14.0289,1.2829,32.41,2.091,0.17,342.6,27.355,0.4576,85.99,1.32,0.791,0.264,103.9052,105.5684,8.2,1.661000013,78.88999939,2825.110107,80.25,1737.5,18.7,1.42,0.176617058,118.9387817,107272100
2012/9/14,745929965,96.7516,15.2936,1.3948,32.35,2.2667,0.16,385.15,34.6625,0.38525,99,1.705,0.799,0.252,108.3689,107.9706,8.2,1.870000005,77.64800262,2855.22998,78.84999847,1769.800049,18.52,1.61,0.176617058,121.3368454,169777000
2012/9/21,1501955117,96.4104,15.2341,1.3894,32.35,2.2578,0.15,380.35,34.5313,0.36925,92.89,1.596,0.797,0.26,106.4506,106.7782,8.2,1.75999999,78.19999695,2861.639893,79.33000183,1775.5,16.92,1.5,0.176617058,120.8495712,108737500
2012/9/28,640858594,96.6167,15.0411,1.3714,32.34,2.2277,0.09,375.8,34.4888,0.3585,92.19,1.441,0.772,0.232,105.7299,106.2191,8.03,1.636999965,77.61000061,2799.189941,79.94000244,1771.099976,15.28,1.42,0.176617058,119.275444,150696100
2012/10/5,657005785,93.7751,14.3422,1.2999,32.3,2.1359,0.15,369.15,29.0794,0.46685,97.08,1.538,0.863,0.26,104.4847,106.0456,8.03,1.731999993,78.48400116,2811.939941,79.33999634,1778.599976,16.04,1.48,0.085905462,121.0732803,124842100
2012/10/12,488123624,98.4608,14.6165,1.3472,32.57,2.1304,0.16,369.05,33.2475,0.3105,85.56,1.305,0.692,0.236,106.9088,106.86,8.03,1.662999988,78.40200043,2720.139893,79.69000244,1758,16.46,1.42,0.085905462,118.3806915,124181900
2012/10/19,909848500,96.577,14.7845,1.3655,32.56,2.1524,0.16,363.75,32.0775,0.31725,90.05,1.593,0.78,0.296,106.7526,106.8664,8.03,1.768000007,79.30799866,2678.320068,79.63999939,1722.800049,14.92,1.49,0.085905462,118.7949524,185645200
2012/10/26,624422851,96.6643,14.5651,1.3452,32.56,2.1204,0.16,355,32.09,0.31325,86.28,1.536,0.762,0.299,106.4665,106.5454,8.03,1.75,80.23500061,2665.830078,80.06999969,1710.900024,16.45,1.48,0.085905462,117.1048431,146023500
2012/11/2,624422851,96.6643,14.5651,1.3452,32.56,2.1204,0.16,355,32.09,0.31325,86.28,1.536,0.762,0.299,106.4665,106.5454,8.03,1.725999951,80.22000122,2656.280029,80.58999634,1674.099976,15.8,1.47,-0.184156637,117.2788162,137702200
2012/11/9,527348696,96.093,14.8635,1.3567,32.35,2.2112,0.15,371.45,33.495,0.39875,97.17,1.542,0.795,0.248,105.5068,106.4387,8.03,1.613000035,79.47899628,2584.100098,81.02999878,1730.300049,17.24,1.34,-0.184156637,114.4619904,201055300
2012/11/16,866366583,97.6983,14.0265,1.2934,32.57,2.0437,0.16,345.15,32.3275,0.3115,86.67,1.33,0.724,0.24,105.7113,106.3785,8.03,1.574000001,81.12000275,2534.159912,81.26000214,1714.300049,16.64,1.34,-0.184156637,112.9790115,239483900
2012/11/23,248312171,96.9347,14.5338,1.3401,32.57,2.1177,0.16,352.8,34.09,0.3115,88.28,1.435,0.735,0.272,106.087,106.6192,8.03,1.692999959,82.35900116,2639.590088,80.19000244,1751.300049,15.44,1.41,-0.184156637,117.1048431,65409200
2012/11/30,855038963,97.7619,14.5997,1.3468,32.58,2.1275,0.16,362.95,33.4125,0.3105,88.91,1.385,0.71,0.248,106.2695,106.63,8.03,1.605999947,82.15100098,2677.879883,80.15000153,1710.900024,14.79,1.37,-0.184156637,117.7676086,136568300
2012/12/7,611763808,95.9422,13.8451,1.2661,32.41,2.0636,0.18,341.15,27.1725,0.4551,86.08,1.248,0.769,0.256,103.652,105.5557,8.03,1.626999974,82.43000031,2640.540039,80.41999817,1704,15.85,1.39,-0.013101046,117.9830017,108726400
2012/12/14,533732536,97.7022,14.5572,1.3447,32.61,2.1171,0.17,366.5,32.2725,0.308,86.73,1.347,0.731,0.236,106.5566,106.8318,8.03,1.707999945,83.66699982,2628.090088,79.59999847,1695.800049,14.96,1.48,-0.013101046,117.7262344,137701700
2012/12/21,1538060980,97.4547,14.728,1.3602,32.61,2.1412,0.17,355.55,30.005,0.31,88.66,1.375,0.761,0.268,106.7031,106.819,8.03,1.753999949,84.41999817,2664.669922,79.62000275,1659.099976,16.82,1.51,-0.013101046,119.1368179,245883800
2012/12/28,411216013,97.5493,14.4392,1.3325,32.59,2.0996,0.17,358.95,30.0175,0.308,90.8,1.308,0.786,0.248,106.1995,106.6498,8.03,1.710999966,86.50700378,2606.360107,79.68000031,1654.900024,17.19,1.46,-0.013101046,116.8340683,148806700
2013/1/4,422775539,96.8868,15.558,1.4557,32.69,2.3022,0.16,337.45,28.035,0.308,97.07,1.288,0.566,0.24,106.37,106.8787,7.8,1.914999962,87.73999786,2724.48999,80.5,1648.099976,14.87,1.66,-0.083948968,122.1238556,116817700
2013/1/11,549504315,90.3813,16.9388,1.6075,32.38,2.5299,0.08,329.85,21.8825,0.23775,94.61,1.691,0.594,0.311,102.6547,104.182,7.8,1.875,89.2460022,2748.26001,79.55999756,1660,13.92,1.63,-0.083948968,122.7078781,113917300
2013/1/18,930380416,96.9025,14.9402,1.3946,32.67,2.2265,0.14,367.9,31.865,0.302,95.56,1.554,0.748,0.252,106.6972,106.7901,7.8,1.843000054,89.82099915,2743.23999,80.05000305,1686.599976,14.14,1.61,-0.083948968,123.7591858,169906000
2013/1/25,570690753,96.4393,15.1069,1.4104,32.68,2.2518,0.14,365.2,31.1962,0.3005,95.88,1.636,0.721,0.274,107.0387,106.8086,7.8,1.947000027,90.55799866,2736.72998,79.75,1656.400024,12.28,1.7,-0.083948968,125.361145,147211600
2013/2/1,680468887,96.9025,14.7023,1.3724,32.67,2.191,0.17,373.6,31.0325,0.305,93.12,1.441,0.786,0.257,106.552,106.7499,7.8,2.00999999,91.70700073,2763.959961,79.12999725,1669.400024,12.7,1.77,0.240182711,126.1871033,131173000
2013/2/8,503275562,90.5996,16.6407,1.5772,32.41,2.5046,0.09,317.25,19.8963,0.2666,106.94,1.65,0.817,0.299,103.3324,105.033,7.8,1.953999996,93.63300323,2775.560059,80.25,1666,14.25,1.74,0.240182711,126.6543045,103133700
2013/2/15,811687527,95.8723,15.2426,1.424,32.69,2.2741,0.16,373.7,29.7975,0.2901,95.86,1.652,0.748,0.268,106.7042,106.8369,7.8,2.006999969,92.95700073,2764.669922,80.58000183,1608.800049,14.14,1.72,0.240182711,126.9130173,215226500
2013/2/22,515547187,96.1757,15.1998,1.4198,32.69,2.2687,0.16,353.3,28.7313,0.2881,93.13,1.567,0.725,0.25,106.5607,106.7399,7.8,1.967000008,93.15000153,2737.280029,81.48000336,1572.400024,15.83,1.7,0.240182711,126.729454,106356600
2013/3/1,576168377,96.2396,14.672,1.3695,32.67,2.1865,0.17,371.7,30.1737,0.305,92.92,1.478,0.786,0.269,106.4644,106.7189,7.8,1.853000045,92.58200073,2747.75,82.30999756,1571.900024,15.08,1.61,-0.254826778,126.9130173,170634800
2013/3/8,576168377,96.2396,14.672,1.3695,32.67,2.1865,0.17,371.7,30.1737,0.305,92.92,1.478,0.786,0.269,106.4644,106.7189,7.8,2.055999994,94.9280014,2804.110107,82.69999695,1576.599976,14.61,1.79,-0.254826778,129.691391,123477800
2013/3/15,1447565361,96.2795,15.6429,1.4613,32.68,2.3335,0.16,350.8,28.7757,0.2801,93.45,1.454,0.62,0.252,106.8314,107.1205,7.8,1.996000051,95.96199799,2799.409912,82.26000214,1592.5,15.28,1.76,-0.254826778,130.5950775,138601100
2013/3/22,505786412,96.5271,15.6126,1.4578,32.67,2.3246,0.15,345.4,28.74,0.2846,93.71,1.378,0.561,0.252,106.496,106.8249,7.8,1.914999962,94.91000366,2800.810059,82.52999878,1606.199951,15.56,1.67,-0.254826778,130.4023132,111163600
2013/3/29,505786412,96.5271,15.6126,1.4578,32.67,2.3246,0.09,345.4,28.32,0.2846,93.71,1.288,0.546,0.244,106.3115,106.844,7.73,1.851999998,94.19000244,2818.689941,82.98999786,1594.800049,14.69,1.62,-0.254826778,131.2990417,102932800
2013/4/5,505786412,96.5271,15.6126,1.4578,32.67,2.3246,0.09,345.4,28.32,0.2846,93.71,1.288,0.546,0.244,106.3115,106.844,7.73,1.694000006,96.43699646,2771.75,82.5,1575.400024,16.96,1.48,-0.27872455,130.0335388,159666000
2013/4/12,591186237,89.1867,17.1643,1.6368,32.41,2.5772,0.09,327.15,19.6875,0.24185,97.2,1.814,0.628,0.291,102.2708,103.8507,7.73,1.720999956,99.6210022,2856.47998,82.30999756,1501,16.56,1.53,-0.27872455,133.084137,116359900
2013/4/19,790566309,97.0546,15.4882,1.4491,32.7,2.2915,0.15,314.85,23.25,0.2761,88.01,1.25,0.576,0.232,104.7242,105.9002,7.73,1.702999949,98.20300293,2780.459961,82.70999908,1395.300049,17.17,1.49,-0.27872455,130.3017273,149687600
2013/4/26,558080299,97.9337,15.7551,1.4743,32.7,2.3307,0.13,318.45,24.0025,0.2756,93,1.205,0.586,0.213,105.4299,106.1539,7.73,1.662999988,99.34200287,2840.550049,82.48000336,1453.599976,16.56,1.48,-0.27872455,132.6148071,95918800
2013/5/3,522751863,96.7188,15.4323,1.4417,32.69,2.3025,0.15,349.65,28.6887,0.2811,90.82,1.449,0.627,0.24,106.7489,106.7855,7.73,1.751999974,97.94599915,2944.590088,82.09999847,1464.300049,15.26,1.56,0.281144029,135.2378845,144202300
2013/5/10,522751863,96.7188,15.4323,1.4417,32.69,2.3025,0.15,349.65,28.6887,0.2811,90.82,1.449,0.627,0.24,106.7489,106.7855,7.73,1.899999976,100.7649994,2981.02002,83.13999939,1436.800049,14.7,1.64,0.281144029,136.9475555,103203000
2013/5/17,717787400,95.2756,16.5969,1.5569,32.7,2.4595,0.1,332.1,22.255,0.2736,96.02,1.325,0.791,0.244,104.3435,105.5739,7.73,1.949000001,102.1350021,3028.959961,84.27999878,1364.900024,15.69,1.69,0.281144029,139.9059296,129801000
2013/5/24,449088368,94.6988,16.4259,1.5425,32.71,2.4339,0.09,329.15,22.4,0.27275,94.15,1.43,0.829,0.249,104.3332,104.7182,7.73,2.010999918,102.4100037,2991.02002,83.69999695,1386.800049,17.5,1.75,0.281144029,138.539917,151573900
2013/5/31,872444634,93.521,16.2251,1.5239,32.71,2.4045,0.09,329.25,22.2725,0.27525,91.97,1.504,0.852,0.295,103.6874,105.0587,7.73,2.164000034,101.0999985,2981.76001,83.37999725,1392.599976,16.59,1.86,0.281144029,136.9810638,176850100
2013/6/7,872444634,93.521,16.2251,1.5239,32.71,2.4045,0.09,329.25,22.2725,0.27525,91.97,1.504,0.852,0.295,103.6874,105.0587,7.73,2.161000013,97.32700348,2990.870117,81.69000244,1383,19.38,1.85,0.288151311,138.112442,188337800
2013/6/14,454660207,91.9412,16.1602,1.5098,32.46,2.3939,0.1,320.15,22.09,0.27275,97.85,1.513,0.819,0.272,102.2306,104.593,7.73,2.125999928,95.4940033,2943.860107,80.66999817,1387.300049,20.47,1.85,0.288151311,136.7548065,141197500
2013/6/21,1521151050,88.7043,15.8122,1.478,32.46,2.3433,0.1,309.55,20.1225,0.27275,93.69,1.724,0.871,0.37,101.356,103.8385,7.73,2.513999939,97.14099884,2877.939941,82.31999969,1291.599976,23.12,2.14,0.288151311,134.0157928,271956800
2013/6/28,1081289092,89.9653,15.9676,1.4923,32.47,2.3655,0.07,305.05,19.676,0.2731,96.56,1.728,0.848,0.357,101.6917,104.2207,7.53,2.477999926,98.47599792,2909.600098,83.16999817,1223.800049,20.17,2.16,0.288151311,135.1532135,160402900
2013/7/5,489537541,96.6696,16.1741,1.5166,32.69,2.3973,0.12,330.05,23.967,0.2751,95.62,1.298,0.589,0.222,104.8745,105.9442,7.53,2.714999914,100.2200012,2963.219971,84.41999817,1212.900024,22.9,2.33,0.11756897,137.3436432,122416900
2013/7/12,489537541,96.6696,16.1741,1.5166,32.69,2.3973,0.12,330.05,23.967,0.2751,95.62,1.298,0.589,0.222,104.8745,105.9442,7.53,2.601000071,99.04000092,3079.070068,82.98999786,1277.800049,21.2,2.24,0.11756897,141.1264343,104212700
2013/7/19,770584222,91.219,16.4977,1.562,32.41,2.4801,0.09,315,19.5175,0.2647,108.05,1.518,0.809,0.3,103.2957,105.0844,7.53,2.490999937,100.5220032,3044.929932,82.58000183,1293.300049,19.23,2.18,0.11756897,142.5249481,103831700
2013/7/26,466156036,90.3102,16.4917,1.5616,32.41,2.4797,0.09,310.9,20.0025,0.265,104.7,1.665,0.782,0.315,102.6654,104.5248,7.53,2.561000109,99.27500153,3076.22998,81.62000275,1321.699951,16.95,2.27,0.11756897,142.4744263,107814600
2013/8/2,477527355,96.3195,15.2231,1.4218,32.68,2.271,0.14,375.95,31.4162,0.292,95.72,1.609,0.76,0.252,107.0141,106.8872,7.53,2.601999998,99.41999817,3143.52002,81.91000366,1310.599976,16.11,2.33,-0.225591911,144.0245819,91116700
2013/8/9,477527355,96.3195,15.2231,1.4218,32.68,2.271,0.14,375.95,31.4162,0.292,95.72,1.609,0.76,0.252,107.0141,106.8872,7.53,2.579999924,96.73999786,3118.570068,81.12999725,1312.900024,15.6,2.25,-0.225591911,142.6429138,91757700
2013/8/16,650111743,88.9338,16.1109,1.5264,32.41,2.4258,0.09,336.3,23.255,0.2641,107.46,1.88,0.752,0.341,103.1561,104.4807,7.53,2.828999996,97.05500031,3073.909912,81.26000214,1371.699951,16.86,2.48,-0.225591911,139.7110443,130868200
2013/8/23,454291300,88.9821,16.1837,1.5332,32.41,2.4369,0.08,334.85,24.0675,0.2621,106.42,1.934,0.769,0.378,102.9314,104.5708,7.53,2.818000078,98.8789978,3124.27002,81.33999634,1395.699951,18.48,2.42,-0.225591911,140.3765869,90888900
2013/8/30,542310518,89.1189,15.8892,1.5045,32.41,2.391,0.07,322.5,23.5225,0.2595,107.65,1.855,0.715,0.401,102.4739,104.4444,7.53,2.749000072,98.29199982,3073.810059,82.08999634,1396.099976,19.06,2.39,-0.225591911,137.8743896,134928900
2013/9/6,542310518,89.1189,15.8892,1.5045,32.41,2.391,0.07,322.5,23.5225,0.2595,107.65,1.855,0.715,0.401,102.4739,104.4444,7.53,2.937999964,100.1159973,3133.379883,82.15000153,1386.699951,17.71,2.48,-0.219606182,139.8879242,159756500
2013/9/13,395148098,88.4769,16.3843,1.5501,32.41,2.4738,0.08,320.7,22.221,0.2539,108.21,1.975,0.723,0.433,102.5561,104.4339,7.53,2.898000002,99.57800293,3178.280029,81.44999695,1308.400024,16.71,2.45,-0.219606182,142.6597748,72727800
2013/9/20,1383413657,90.2087,16.5974,1.5703,32.41,2.506,0.08,332.75,21.7828,0.2496,104.67,1.942,0.69,0.332,103.7852,104.8696,7.53,2.732000113,99.38999939,3224.72998,80.44000244,1332.5,16.23,2.41,-0.219606182,144.5319824,132867100
2013/9/27,489103114,90.5148,16.4514,1.5553,32.37,2.4812,0.08,332.95,21.7902,0.24835,102.87,1.777,0.677,0.334,103.1363,104.4192,7.53,2.618999958,98.90499878,3230.300049,80.26999664,1338.400024,15.1,2.3,-0.219606182,142.999588,99141800
2013/10/4,524612441,96.8868,15.8121,1.4794,32.7,2.3396,0.15,341.8,27.635,0.2771,94.64,1.303,0.579,0.232,105.7173,106.4271,7.23,2.65199995,97.25900269,3242.570068,80.12000275,1309.699951,17.12,2.33,-0.186773256,142.9826202,96878000
2013/10/11,524612441,96.8868,15.8121,1.4794,32.7,2.3396,0.15,341.8,27.635,0.2771,94.64,1.303,0.579,0.232,105.7173,106.4271,7.23,2.681999922,98.18499756,3233.830078,80.36000061,1268,16.48,2.35,-0.186773256,144.1425018,105040000
2013/10/18,703510853,90.8108,16.7976,1.5866,32.32,2.511,0.1,329.9,21.9285,0.24055,100.81,1.831,0.615,0.313,103.0769,104.5097,7.23,2.588999987,97.98999786,3353.879883,79.63999939,1314.400024,15.23,2.27,-0.186773256,147.6389771,138316000
2013/10/25,541907723,91.391,16.9461,1.6007,32.32,2.5329,0.08,326.9,22.5435,0.23685,97.85,1.755,0.612,0.301,103.1374,104.4708,7.23,2.503000021,97.38500214,3383.830078,79.18000031,1352.400024,15.8,2.21,-0.186773256,148.9596558,93625000
2013/11/1,488474710,96.8386,14.7996,1.3814,32.67,2.2056,0.14,365.4,30.465,0.304,93.56,1.582,0.812,0.251,106.7734,106.8136,7.23,2.619999886,98.32099915,3379.76001,80.73000336,1313.099976,14.31,2.32,0.283785488,149.1797333,142805000
2013/11/8,488474710,96.8386,14.7996,1.3814,32.67,2.2056,0.14,365.4,30.465,0.304,93.56,1.582,0.812,0.251,106.7734,106.8136,7.23,2.746000051,98.17099762,3366.840088,81.20999908,1284.5,15.2,2.45,0.283785488,150.0940704,136713000
2013/11/15,668120333,90.5023,17.2916,1.6411,32.39,2.5862,0.09,317.1,20.805,0.2381,93.84,1.705,0.629,0.292,103.1002,104.5815,7.23,2.709000111,100.2399979,3422.580078,80.83999634,1287.300049,15.88,2.4,0.283785488,152.4307861,102818000
2013/11/22,450318008,90.2361,17.355,1.6471,32.39,2.5958,0.09,321.4,19.8717,0.2366,94.84,1.746,0.623,0.28,103.1819,104.424,7.23,2.752000093,101.3190002,3422.02002,80.70999908,1244,16.96,2.44,0.283785488,153.0741272,81296000
2013/11/29,357478742,90.0344,17.3528,1.6473,32.39,2.5969,0.07,323.05,19.9967,0.2391,92.72,1.692,0.6,0.283,102.7159,104.0614,7.23,2.740999937,102.2919998,3487.820068,80.68000031,1250.599976,15.29,2.47,0.283785488,153.2349854,55870900
2013/12/6,496663664,91.3227,16.0192,1.4966,32.46,2.3731,0.08,322.55,21.7978,0.27325,95.88,1.584,0.879,0.328,102.4237,104.6622,7.23,2.882999897,101.7419968,3504.26001,80.26999664,1230.300049,16.37,2.58,0.213943893,153.1842041,127728000
2013/12/13,450441535,89.2432,17.0047,1.6216,32.41,2.5518,0.08,335.2,19.7,0.24385,96.6,1.827,0.691,0.326,102.5233,103.8523,7.23,2.868000031,103.5400009,3456.399902,80.20999908,1235.699951,15.94,2.54,0.213943893,150.7883148,107808000
2013/12/20,1402679317,89.1463,17.4189,1.6612,32.41,2.6143,0.09,334.8,19.41,0.24835,99.32,1.869,0.676,0.378,102.3638,103.8335,7.23,2.887000084,104.276001,3531.189941,80.58000183,1205.099976,15.33,2.52,0.213943893,154.5436249,197087000
2013/12/27,274879140,88.6054,17.7267,1.6891,32.36,2.6577,0.08,347,20.0775,0.2466,100.32,1.954,0.7,0.389,102.7516,103.9504,7.23,3.006000042,104.8789978,3574.02002,80.38999939,1216.099976,14.84,2.62,0.213943893,156.4928131,61814000
2014/1/3,274879140,88.6054,17.7267,1.6891,32.36,2.6577,0.08,347,20.0775,0.2466,100.32,1.954,0.7,0.389,102.7516,103.9504,6.93,2.994999886,104.8330002,3538.72998,80.79000092,1238.400024,15.53,2.6,0.051414496,155.6756592,81390600
2014/1/10,612042345,92.5684,17.3566,1.7198,32.83,2.6375,0.09,303.6,17.1792,0.2326,90.73,0.901,0.526,0.518,100.6873,103.3337,6.93,2.859999895,104.8300018,3565.080078,80.66000366,1246.699951,15.4,2.49,0.051414496,156.7396851,102026400
2014/1/17,819605143,89.9456,17.2782,1.6779,32.59,2.5643,0.07,334.45,20.3075,0.2366,94.37,1.752,0.669,0.373,102.8194,104.0329,6.93,2.826999903,104.2949982,3591.25,81.26000214,1251.699951,13.87,2.44,0.051414496,156.3140717,107848700
2014/1/24,730151063,90.2685,16.8248,1.6333,32.58,2.4976,0.07,327.15,19.9492,0.23535,96.64,1.657,0.627,0.338,102.4766,103.8772,6.93,2.734999895,103.3700027,3541.47998,80.45999908,1264.5,15.16,2.38,0.051414496,152.2709045,208677100
2014/1/31,776329667,90.5914,16.7607,1.6254,32.57,2.4863,0.07,319.7,19.1905,0.2366,97.49,1.658,0.617,0.33,102.3862,103.8856,6.93,2.667999983,102.7580032,3521.919922,81.26999664,1240.099976,18.3,2.33,0.051414496,151.6665344,194677900
2014/2/7,398543763,93.0653,18.0693,1.7628,32.67,2.6971,0.1,325.25,21.161,0.2346,104.48,1.286,0.556,0.482,103.9988,105.3877,6.93,2.674999952,102.0390015,3561.909912,80.69000244,1263.300049,19.73,2.41,-0.286645467,152.9433289,170787200
2014/2/14,495117498,90.2927,17.2898,1.6763,32.56,2.5634,0.06,326.45,21.507,0.23585,100.3,1.678,0.594,0.313,102.4233,103.9502,6.93,2.746000051,102.1880035,3663.879883,80.12999725,1319,16.68,2.43,-0.286645467,156.6375732,96498400
2014/2/21,681513721,90.1716,17.2659,1.6738,32.56,2.5595,0.07,329.1,21.7938,0.23485,102.2,1.661,0.597,0.316,102.1329,103.8327,6.93,2.733999968,102.3119965,3662.600098,80.23999786,1323.900024,16.95,2.4,-0.286645467,156.526886,118116400
2014/2/28,728624427,90.987,17.4522,1.6881,32.72,2.5923,0.06,323.85,21.2275,0.23565,102.59,1.623,0.581,0.319,102.4369,104.027,6.93,2.657999992,102.1100006,3696.100098,79.77999878,1321.400024,16.76,2.33,-0.286645467,158.5697479,150842000
2014/3/7,372778080,93.1388,18.1684,1.7724,32.67,2.7118,0.09,326.5,21.1396,0.2321,104.06,1.288,0.561,0.508,104.1733,105.5547,6.93,2.789999962,103.0319977,3703.399902,79.72000122,1338.099976,16.93,2.42,0.342570553,160.2466278,114513500
2014/3/14,513409546,91.092,17.2797,1.6718,32.72,2.5667,0.08,301.3,21.4089,0.23485,98.89,1.545,0.62,0.344,102.5167,104.124,6.93,2.644999981,101.7799988,3627.870117,79.44000244,1379,18.71,2.29,0.342570553,157.1823273,153919600
